mu_0	omega_mu	sigma_0	omega_sigma	logit_fnr	fnr	logit_txr	txr	theta_tx	mu_tx	sigma_tx	theta_un_tx	mu_un_tx	sigma_un_tx	est_param1	est_param2	est_param3	use_param1	use_param2	use_param3	beta_extra	beta_tx
4.1262532	0.64165111	0.5396815	0.32393579	-2.8568736	0.054327099	-2.5089229	0.075235013	0.72031764	3.9498215	0.90200855	0.46160753	3.2948053	0.4369201	-6.7920359	-7.6989661	0.85763135	0.0011214218	0.00045309021	1.0	0.0080154103	0.0075550178
4.13327	0.62435752	0.5471276	0.24086203	-3.0473246	0.04533312	-2.2705704	0.093589816	0.71848429	4.0067696	0.83739341	0.3237241	3.5409309	0.6331683	-7.2112502	-5.5875022	-1.1274911	0.00073768908	0.0037304009	1.0	0.00957926	0.006600286
4.1414082	0.63942551	0.54865796	0.22945664	-3.0625405	0.044679141	-2.3585189	0.086391022	0.72723597	4.0130657	0.85316416	0.45394996	3.2881819	0.71747136	-7.0218966	-5.8281323	0.2844364	0.00089133666	0.0029349302	1.0	0.0082106569	0.0075155986
4.1567809	0.63768736	0.53029163	0.23100081	-3.0531654	0.045081012	-2.2301378	0.09707656	0.72564686	4.0138412	0.84926379	0.4733025	3.5382367	0.68600005	-7.0188	-5.5778973	1.1933321	0.00089409862	0.0037662682	1.0	0.0084200257	0.0044372857
4.1177974	0.60875414	0.56505228	0.21125119	-3.0551488	0.044995706	-2.2928724	0.091714988	0.7177674	3.9904241	0.85911269	0.32512039	3.5649731	0.68811499	-7.1155232	-6.4108881	0.0063145264	0.00081173614	0.0016408673	1.0	0.006639442	0.010647056
4.1451804	0.62407015	0.56879921	0.21151416	-2.9460199	0.049924961	-2.3499106	0.087072882	0.72145049	4.04005	0.83155939	0.40214538	3.1792931	0.66297118	-7.0408677	-5.7964051	-0.70474225	0.00087460106	0.0030292538	1.0	0.012082169	0.002135929
4.1514983	0.62911285	0.55494606	0.21774805	-2.9959208	0.047610498	-2.3931397	0.083697326	0.72244757	3.9352729	0.89468522	0.54570243	3.5149915	0.58360205	-7.1722955	-6.4642187	0.97108253	0.00076697009	0.0015557839	1.0	0.0072208801	0.00244835
4.1192354	0.65346637	0.55587343	0.18368648	-3.3853206	0.032757396	-2.1379608	0.10546161	0.72562245	3.9474077	0.90811029	0.32679163	3.4749131	0.5999242	-7.0250306	-5.5749775	-1.0471424	0.00088855009	0.0037772391	1.0	0.007749619	0.01588711
4.110719	0.65544658	0.56883069	0.16940559	-3.2203903	0.038405569	-2.1944663	0.10024852	0.71403655	3.9632655	0.88482479	0.4569977	3.678662	0.93908327	-7.0503297	-5.7831712	-1.1836024	0.00086637181	0.0030694852	1.0	0.0078690122	0.0095852307
4.1164227	0.61530568	0.5704819	0.17940037	-3.0070641	0.047107759	-2.3848446	0.084335696	0.72831272	3.9999164	0.83046321	0.48706646	3.3904245	0.80440887	-6.9745938	-8.3823239	1.290615	0.00093447215	0.00022882507	1.0	0.021003915	0.0030788875
4.1511723	0.63314608	0.56530162	0.21835937	-2.8759927	0.053353172	-2.3117238	0.09015664	0.71212875	3.9760598	0.87641798	0.30253144	2.8686437	0.95018673	-6.9136613	-5.828714	-1.4209256	0.00099312406	0.0029332286	1.0	0.0042216618	0.0032989631
4.1083003	0.62412212	0.56303312	0.2321101	-3.194304	0.039380636	-2.1657088	0.1028724	0.72888406	3.9592164	0.86343495	0.33085411	3.0288424	1.0978955	-7.0598522	-7.3038076	-0.16081027	0.00085816794	0.00067251889	1.0	0.010460317	0.00013758861
4.1070306	0.61124142	0.54933692	0.23770166	-2.8120626	0.056675808	-2.5019559	0.07572118	0.72308938	3.9867423	0.86218923	0.36483182	2.7733818	0.84720253	-6.7049164	-8.3310068	0.80672786	0.0012233767	0.00024087131	1.0	0.010836537	1.6985881e-05
4.0933605	0.63230906	0.55855953	0.22663516	-3.2409606	0.037653067	-2.2896983	0.091979747	0.72294125	3.9859347	0.86297319	0.52447378	3.4284971	0.77047997	-6.6634853	-8.3153039	-0.89861675	0.0012750611	0.00024468262	1.0	0.012010893	0.0002294335
4.0934178	0.65198623	0.57441037	0.18317811	-3.2004951	0.039147096	-2.2935841	0.091655719	0.71971672	3.9843318	0.88536014	0.44710294	3.6435626	0.499728	-6.9784475	-6.4918643	0.69091407	0.00093088125	0.0015134267	1.0	0.0083740867	0.00016606468
4.0971929	0.63636482	0.57590405	0.20045637	-3.1944737	0.039374218	-2.242646	0.095985693	0.72140937	3.9840628	0.89339186	0.43352254	3.6128956	0.49890914	-6.8166211	-6.7489583	0.69926321	0.0010942174	0.0011707278	1.0	0.0082880789	0.00038457723
4.0919587	0.62520151	0.56229703	0.18965948	-3.1884302	0.039603445	-2.2538467	0.095018176	0.72560948	3.9914851	0.88512087	0.46888128	3.4852466	0.42208796	-6.843578	-7.6985717	0.86022938	0.0010651457	0.00045326888	1.0	0.0084815385	0.00051921103
4.1087369	0.6473183	0.58847138	0.21243353	-3.0424493	0.045544583	-2.2828818	0.092550638	0.71403844	3.9654419	0.86976649	0.51089496	3.6065527	0.61796723	-6.9298461	-7.3764298	0.12269265	0.00097719555	0.00062543984	1.0	0.011156005	0.013671088
4.126392	0.62092451	0.59044589	0.21422225	-3.0457036	0.045403326	-2.3304353	0.088633494	0.71834917	3.9208798	0.89418685	0.33971365	3.5944133	0.58095099	-6.9184771	-7.1874237	1.4410347	0.00098835764	0.0007554632	1.0	0.013455056	0.0068015545
4.1390257	0.61821236	0.58909675	0.15837693	-2.8964641	0.052328631	-2.3175174	0.089682533	0.70936361	3.9793984	0.88386397	0.53005176	3.2309346	0.50624099	-7.334337	-5.7387118	0.24520283	0.00065231073	0.0032085841	1.0	0.010047224	0.01105465
4.1526473	0.6073838	0.60899046	0.17605729	-3.2726033	0.036523108	-2.1698407	0.10249169	0.72859765	4.0220674	0.88203584	0.3681756	3.5609084	0.60203358	-7.0545848	-6.2604956	1.2451152	0.00086269632	0.0019066565	1.0	0.01657705	0.0057813618
4.1515253	0.60905708	0.58859022	0.16295868	-3.1484727	0.041151501	-2.2338966	0.096747592	0.71338386	3.963324	0.85306343	0.50970359	3.4790634	0.97355745	-7.1246562	-6.664911	-0.45356557	0.00080436223	0.0012732468	1.0	0.0077954209	0.0061524288
4.1388447	0.59594633	0.58334491	0.17422977	-2.9922675	0.047776426	-2.2655109	0.0940199	0.72282013	4.0006373	0.89068993	0.33020434	3.4544873	0.87688722	-7.2302302	-7.0417016	-0.82492557	0.0007238298	0.00087387265	1.0	0.010598465	0.0083037767
4.1475822	0.57867128	0.59499657	0.1490109	-2.8898339	0.052658406	-2.2823543	0.092594953	0.71438326	3.9751839	0.84011437	0.41706541	3.5274202	1.1236193	-6.9636996	-5.5526087	-0.048875831	0.00094469848	0.0038623538	1.0	0.0052599605	0.0038630568
4.1116842	0.58174077	0.59445669	0.17544607	-2.8343899	0.055493854	-2.3357853	0.088202286	0.72739815	3.9939291	0.90297148	0.51611794	3.8328122	0.70064707	-7.1424863	-7.2863355	-0.29436445	0.00079015872	0.00068436437	1.0	0.016073338	0.011056742
4.1471524	0.61904978	0.58370029	0.19481466	-3.1303587	0.041872213	-2.2627916	0.094251782	0.71104197	3.9722519	0.87379848	0.47876074	3.4524852	0.65088488	-7.1217781	-4.779755	0.29303771	0.00080667869	0.0083281159	1.0	0.0062929355	0.0091084164
4.1518831	0.61373142	0.5752616	0.1673143	-3.2118212	0.038723285	-2.2697509	0.093659355	0.72956259	4.0021036	0.85055931	0.43697473	3.5000747	0.69216361	-7.1026566	-6.5362605	-0.060716603	0.00082223924	0.0014478011	1.0	0.011661475	0.0061634476
4.1142007	0.63453547	0.58432937	0.14240342	-3.2431966	0.03757213	-2.0896186	0.11010994	0.72588062	4.0012765	0.87099617	0.48934608	3.4005162	1.0052368	-7.1466018	-5.0747702	-0.25542484	0.00078691603	0.0062136722	1.0	0.0067093625	0.0026190272
4.1037477	0.61073935	0.58017855	0.21106383	-2.816495	0.056439299	-2.3339956	0.088346319	0.71421879	3.9733234	0.86682769	0.34357621	3.1880786	0.85911696	-6.9665749	-6.6233822	0.61587353	0.00094198864	0.0013271649	1.0	0.012954992	0.0099884118
4.1074956	0.62307956	0.59065954	0.18307835	-3.6004894	0.026584327	-2.0111951	0.11803251	0.72244172	3.9942413	0.88038156	0.43186099	3.4263458	0.87106661	-7.3221526	-4.8753722	-1.3379733	0.00066030207	0.0075744429	1.0	0.0094030292	0.0049297267
4.1090504	0.62369601	0.59533911	0.17958883	-3.5893223	0.026874838	-2.0588177	0.11316443	0.72285599	3.9977129	0.89155315	0.46987855	3.465916	0.97547158	-7.3837171	-4.4296453	-2.0957054	0.00062090145	0.011778333	1.0	0.0092276756	0.0075538078
4.11962	0.59538278	0.60899678	0.16028723	-3.2111162	0.038749536	-2.1744237	0.10207087	0.72021534	4.0070684	0.8318134	0.39010788	3.4423263	1.057681	-6.8720511	-7.4143192	0.64506882	0.0010352763	0.00060219963	1.0	0.014170278	0.0084760246
4.123577	0.59078629	0.6055231	0.1458183	-3.0572186	0.044906849	-2.2069085	0.09913182	0.71128858	3.971512	0.83590018	0.35794883	3.4937179	0.7434913	-6.8279676	-7.0232452	-0.78537692	0.0010818854	0.00089013652	1.0	0.0098756997	0.01334415
4.1210582	0.57437286	0.61141858	0.14302453	-3.0008227	0.04738872	-2.393683	0.083655672	0.71737518	3.9813166	0.85465632	0.31560963	3.1389845	1.0350905	-7.0408486	-6.6278773	-0.5891585	0.00087461776	0.0013212204	1.0	0.010876034	0.010203331
4.1224157	0.58858807	0.61493419	0.13221065	-2.9067014	0.051823279	-2.378098	0.084858152	0.71711734	3.9887059	0.87375914	0.38909961	2.8685438	0.85483164	-7.377286	-5.9814873	-0.27515531	0.00062490489	0.0025187081	1.0	0.019803198	0.0056301834
4.1125235	0.56167782	0.61598008	0.13920105	-3.0654504	0.044555103	-2.2507763	0.095282525	0.73374943	3.9949064	0.83336119	0.29852543	3.0266099	1.2591196	-7.11005	-5.6844506	-0.76658705	0.00081618741	0.0033868899	1.0	0.0085819026	0.01858378
4.1362209	0.57421498	0.62494106	0.16158003	-3.0764185	0.044090518	-2.2635128	0.094190235	0.71381804	4.0026351	0.8804298	0.54992033	3.2905681	0.80650775	-7.1075252	-6.9189239	0.88131544	0.00081824909	0.00098791659	1.0	0.0079321201	0.0027810976
4.1545578	0.53874977	0.62449751	0.17544639	-3.2897812	0.035923422	-2.1553918	0.10382846	0.72332802	3.9668218	0.8509743	0.27780327	3.1914823	0.664824	-6.8873227	-6.9598807	-0.34807845	0.0010196021	0.00094830966	1.0	0.010737614	0.016284755
4.1434686	0.58801641	0.61081468	0.18729271	-3.1982662	0.03923102	-2.1330119	0.1059294	0.72395456	4.0075206	0.87255521	0.41558825	3.2765965	0.70800467	-7.0792902	-6.5758876	-1.7242192	0.0008416619	0.0013916291	1.0	0.0084163133	0.0033329995
4.1337108	0.57958574	0.60686765	0.19134384	-3.1228148	0.042175914	-2.237357	0.096445618	0.72396947	3.9898372	0.82887054	0.39506821	3.6688926	0.84595145	-7.04389	-6.0360132	1.6699183	0.00087196405	0.0023853692	1.0	0.010938102	0.014735274
4.1547872	0.61990179	0.60339274	0.20058583	-2.9584906	0.049336753	-2.2951579	0.091524775	0.71683206	4.0087445	0.84472437	0.36527542	2.9519652	0.82801166	-7.0793999	-6.5196887	0.4826498	0.00084156959	0.001471958	1.0	0.0081990202	0.0041120883
4.1409582	0.58460467	0.60569632	0.19676513	-3.0868166	0.043654346	-2.327125	0.088901255	0.71831692	3.9329391	0.89854684	0.36609998	3.0265752	1.2177374	-7.0509797	-6.186376	1.1155652	0.00086580926	0.0020530452	1.0	0.011867708	0.012050091
4.1271258	0.58439606	0.57726939	0.16603367	-3.2447709	0.037515244	-2.1878874	0.10084349	0.71985665	3.9940429	0.87163948	0.39167483	2.9968881	1.3645148	-6.9861512	-6.3441476	-0.90109039	0.00092374422	0.0017539181	1.0	0.0047176754	0.0091926835
4.1433393	0.60430385	0.59398599	0.15557831	-3.1508973	0.041055938	-2.2980823	0.091281911	0.71901177	3.9204145	0.88808058	0.39599753	3.1654593	0.76123022	-7.2898557	-5.409943	0.28127762	0.00068196113	0.0044519863	1.0	0.0092880494	0.0026866671
4.1418919	0.57443632	0.59645327	0.16269659	-3.2891694	0.035944617	-2.1647713	0.10295894	0.72743223	3.9670469	0.88912116	0.42984012	3.2640067	0.73989772	-6.9516031	-6.6515654	-0.38496584	0.00095618446	0.0012903309	1.0	0.013185274	0.0091805936
4.0967255	0.59824103	0.60449698	0.1891685	-2.8657416	0.053873297	-2.4849725	0.076918402	0.71582212	3.9933169	0.85387871	0.49038501	3.5246625	0.83394762	-7.1685561	-6.4209657	0.25144488	0.00076984128	0.0016244411	1.0	0.0066180985	0.00013916897
4.1256621	0.60096444	0.60770866	0.15231297	-3.305505	0.035382816	-2.1536122	0.10399415	0.72086362	3.9754441	0.87386867	0.38545337	3.3759674	1.0034644	-6.8265353	-6.0313255	-0.24705276	0.0010834343	0.0023965503	1.0	0.01174969	0.031295176
4.1192155	0.58732817	0.61192981	0.15178975	-2.9254957	0.050907515	-2.3272681	0.088889668	0.71662793	4.0086481	0.85329	0.36251373	3.2735366	0.94241791	-7.0912622	-7.2323744	-0.76045108	0.00083165392	0.00072228056	1.0	0.020170935	0.0026130765
4.1478437	0.59027266	0.59482757	0.120153	-3.0038571	0.047251925	-2.3278102	0.088845769	0.73166674	3.9881801	0.84086396	0.4563497	3.0944085	0.90964279	-7.0720608	-6.4677029	-1.1373192	0.00084776346	0.0015503811	1.0	0.0086768908	0.0045976934
4.1165428	0.5811663	0.6093101	0.14247679	-2.8259723	0.055936712	-2.3314091	0.088554861	0.70875991	4.0120921	0.85123606	0.49380287	2.8886068	1.163671	-7.2636627	-5.7094451	-0.20905727	0.00070004706	0.0033035615	1.0	0.016833382	0.0052195224
4.1465361	0.59433114	0.6109771	0.14047962	-2.9794063	0.048364948	-2.4516549	0.079317616	0.72140438	3.9908522	0.85018633	0.27151465	2.8664469	0.92199781	-6.9698232	-6.0022503	0.51936045	0.00093893658	0.0024670789	1.0	0.0069794899	0.0098966659
4.1452802	0.59145425	0.61225599	0.14174198	-3.0012835	0.047367924	-2.4415719	0.080057069	0.72180424	3.9929029	0.84977604	0.26678581	2.8945309	0.92200007	-6.9581634	-6.2195188	0.35817264	0.00094993804	0.0019862497	1.0	0.0066469882	0.010704137
4.1159686	0.60691989	0.60528854	0.17294493	-3.214024	0.038641371	-2.2385601	0.096340827	0.72163373	3.9562003	0.88356836	0.50316648	2.6884942	1.1586029	-7.1842033	-5.4909293	-0.77725222	0.00075789823	0.0041070724	1.0	0.012255579	0.0061051928
4.1298953	0.59680787	0.58957506	0.12653396	-2.9541701	0.049539789	-2.411561	0.082295348	0.71524795	3.9772004	0.84186771	0.33892042	3.2236292	1.2589627	-7.2955784	-6.0218268	0.51492025	0.00067807225	0.0024193677	1.0	0.0096441485	0.0036692824
4.1115898	0.59121097	0.58532593	0.15315998	-2.848234	0.054772674	-2.4548306	0.079086017	0.70569249	3.9722668	0.87936916	0.43384236	2.6997413	1.0228409	-6.851675	-6.6093124	-1.118599	0.001056565	0.0013459445	1.0	0.0070083439	0.014192598
4.1325045	0.5935032	0.59526633	0.14604494	-2.8367603	0.055369743	-2.4771705	0.077474192	0.72699446	3.9429383	0.89608998	0.43825239	2.8319032	1.2944975	-7.0488725	-7.8443091	-0.16061947	0.00086763409	0.00039182277	1.0	0.0060729248	0.0063946183
4.1297204	0.60308123	0.58041523	0.16994543	-3.0483816	0.045287397	-2.3704316	0.085455405	0.72398136	4.0258156	0.8763272	0.31941992	3.0240656	0.89018676	-6.8491276	-5.7816682	0.15133935	0.0010592572	0.0030740879	1.0	0.0085540298	0.0078688241
4.1302575	0.60906977	0.5855767	0.18605744	-3.0612381	0.044734766	-2.316918	0.089731474	0.72358594	4.0099402	0.85188269	0.32521135	3.1849817	0.72839572	-7.0532158	-5.2989894	-0.12704213	0.00086387714	0.0049717989	1.0	0.013841379	0.011306701
4.1306312	0.61429776	0.59373607	0.15662757	-3.1384736	0.041547861	-2.2320215	0.096911576	0.7222682	4.0232778	0.85129011	0.41998893	3.4493939	0.69623462	-7.1674062	-5.5305118	0.72310641	0.00077072633	0.0039483088	1.0	0.01413353	0.013270513
4.1127968	0.59371866	0.5765394	0.17337033	-3.1149502	0.042494768	-2.2726769	0.093411268	0.72016684	3.9459909	0.89746178	0.46373246	3.8062223	0.62094293	-6.8694883	-6.9449827	-0.72520505	0.0010379302	0.00096252964	1.0	0.0050223719	0.0086935096
4.1434644	0.62706011	0.5806769	0.18262726	-3.153991	0.040934309	-2.1400996	0.10526001	0.71756214	3.9890718	0.85402442	0.41977754	3.5200875	0.88307467	-7.1254911	-6.3888471	0.50715193	0.00080369147	0.0016773738	1.0	0.012860075	0.0074315441
4.1437474	0.62183175	0.57624698	0.19157629	-3.3875177	0.032687854	-2.2326681	0.096854998	0.72842879	3.9751803	0.86495547	0.45778612	3.420428	0.74601141	-7.1758918	-7.1721569	0.98670181	0.00076421888	0.00076707633	1.0	0.0052273126	0.0024439579
4.1463826	0.62726114	0.58068436	0.19844468	-3.3084903	0.035281067	-2.1791955	0.10163436	0.72360005	3.9882849	0.87027967	0.43163854	3.5806349	0.82673658	-7.1561009	-7.1715833	0.90081771	0.00077948219	0.00076751607	1.0	0.0060406155	0.0015732953
4.1135005	0.6296257	0.58718131	0.20236875	-3.3351454	0.034384978	-2.1593864	0.10345735	0.71858946	3.9769771	0.870094	0.37278817	3.5854425	0.64054313	-7.043316	-6.8428472	-0.80331047	0.00087246431	0.0010659235	1.0	0.01023215	0.014741465
4.132178	0.62158375	0.56502544	0.22837676	-3.0916661	0.043452333	-2.3168134	0.089740021	0.71917706	3.9867652	0.87253086	0.51642257	3.5007594	0.69666299	-6.9865504	-6.3544441	1.4258427	0.00092337588	0.0017359828	1.0	0.011203158	0.0053801978
4.1159135	0.63086677	0.57950036	0.21486904	-3.259279	0.036994886	-2.3649032	0.085888451	0.71418394	3.9641268	0.89671849	0.41058384	3.7004606	0.62733423	-7.2200427	-5.755319	-1.4058623	0.00073123606	0.0031559052	1.0	0.0093657322	0.015541432
4.1226532	0.61695844	0.5882347	0.19675998	-3.0789962	0.043982005	-2.3692642	0.085546681	0.71378768	3.9327852	0.88414731	0.55196476	3.4576436	0.69435227	-7.278059	-6.182684	-1.1592241	0.00069004806	0.0020606233	1.0	0.0072329144	0.014142353
4.1274487	0.60578466	0.58055848	0.19170464	-2.8143015	0.056556223	-2.4049328	0.082797316	0.72998756	3.9462664	0.88081332	0.32194722	3.4074073	0.46024561	-7.0034548	-5.2978862	-0.082382114	0.00090791197	0.0049772593	1.0	0.0086628532	0.007021589
4.1185206	0.61567485	0.57002538	0.21352647	-2.7868718	0.058037733	-2.3104943	0.090257545	0.71473905	4.0210253	0.87113559	0.77703771	3.2761208	0.83938586	-7.1976318	-6.794226	-0.74662663	0.00074779637	0.0011189712	1.0	0.010594553	0.0066263872
4.1442312	0.61319021	0.57688355	0.19004331	-2.9718459	0.048714112	-2.4859049	0.076852223	0.71359632	4.0146618	0.87608066	0.64761495	3.0719428	0.59867714	-6.8191089	-5.8448586	-0.3140437	0.0010915016	0.0028863886	1.0	0.011376057	0.0031539548
4.1404723	0.6058363	0.57390553	0.19568862	-2.7669641	0.059135703	-2.334508	0.08830506	0.71723023	3.9984487	0.89673283	0.57238702	3.2907439	0.82274523	-6.9555574	-7.410181	1.7390446	0.00095241447	0.00060469528	1.0	0.0074107365	0.0065098408
4.1274255	0.6153565	0.53330936	0.22119459	-2.6779599	0.064286488	-2.3374511	0.088068406	0.72976277	3.9944092	0.81778515	0.34110791	3.0284616	0.84508695	-6.9486625	-5.8808788	-0.94938239	0.00095899761	0.002784555	1.0	0.0043048379	0.0024838245
4.1275591	0.62573659	0.55043746	0.2438762	-2.9140529	0.051463236	-2.526757	0.07400357	0.73202482	4.0041812	0.82501172	0.36139641	2.75859	0.98195711	-7.0480882	-5.5268368	0.048646576	0.00086831424	0.003962788	1.0	0.0076418528	0.0060212429
4.1177201	0.62488874	0.52782009	0.22845934	-2.7670192	0.059132633	-2.4152141	0.082019877	0.72896398	3.9990764	0.82535661	0.32625932	2.8971076	0.93277864	-6.9938586	-5.8239201	0.091657659	0.00091665841	0.0029472824	1.0	0.0059239317	0.0095747231
4.1089116	0.61906903	0.551897	0.23151809	-2.8971912	0.052292589	-2.3790445	0.084784682	0.72720119	3.9716239	0.87789046	0.51537942	3.5346718	0.74677799	-7.0365597	-7.0796501	0.09931045	0.00087837363	0.00084135923	1.0	0.01125568	0.0055573113
4.1101102	0.6364661	0.56138303	0.1951332	-3.0095676	0.046995507	-2.2418657	0.096053429	0.71709008	3.9818336	0.87216126	0.49309737	3.6757738	0.52885286	-7.111904	-5.9881894	0.224398	0.00081467682	0.002501926	1.0	0.0072638636	0.0074358778
4.1113828	0.62508734	0.58232419	0.18389062	-3.0045931	0.047218804	-2.3157503	0.089826905	0.72564226	3.9800192	0.87952647	0.45228476	3.7353187	0.63569471	-7.0485001	-6.0644323	0.89294852	0.00086795695	0.0023186883	1.0	0.012600576	0.01031081
4.1029468	0.64678688	0.57423183	0.21593406	-3.5030627	0.029225214	-2.0529484	0.1137548	0.71375195	3.9914961	0.83602469	0.41461755	3.7107602	0.748575	-7.0471128	-6.4234401	0.57605483	0.00086916084	0.0016204331	1.0	0.0047980251	0.0096072223
4.1171691	0.63823708	0.55463174	0.21329857	-3.2081285	0.038860975	-2.0890906	0.11016169	0.71229958	4.0184771	0.86681505	0.4151652	3.2487078	0.52546948	-7.1177254	-5.5248742	-0.32557352	0.00080995195	0.0039705422	1.0	0.0048197343	0.0066444724
4.093728	0.64818458	0.56228086	0.19804257	-3.0477508	0.045314678	-2.4362572	0.080449359	0.73051607	3.9794075	0.84125844	0.49881543	3.4421805	0.56436908	-6.8979156	-7.1127639	-0.61001592	0.0010088694	0.00081397716	1.0	0.011076361	0.001255041
4.1279315	0.6498331	0.56246783	0.16224566	-2.8743175	0.053437839	-2.5560036	0.07202419	0.71450653	4.0131531	0.87869465	0.63884079	3.5240132	0.47589511	-6.5819569	-8.9646163	2.0603197	0.0013832201	0.00012783833	1.0	0.011900489	0.0066405302
4.0984892	0.61843028	0.55428497	0.14353699	-2.8355482	0.055433173	-2.276268	0.093107596	0.72218798	3.9982525	0.8930979	0.71459516	3.8778215	0.71481315	-7.1629222	-6.2654476	-2.5540836	0.0007741873	0.001897256	1.0	0.0086745578	0.012444605
4.1304445	0.6320648	0.57144257	0.16192112	-2.9500047	0.049736291	-2.255527	0.09487378	0.72115816	3.980348	0.82870043	0.21304146	3.2416812	0.8940187	-7.007625	-6.7590167	2.4836518	0.00090413713	0.0011590247	1.0	0.0093602525	0.010404163
4.1403003	0.64772392	0.55860587	0.15686323	-3.4996509	0.029322166	-2.0806808	0.11098878	0.72323884	3.9559435	0.88830573	0.22434767	3.1156768	0.75925562	-6.8886611	-6.965739	0.35705605	0.0010182398	0.00094277569	1.0	0.0055025104	0.0081735255
4.1247445	0.63045132	0.57843259	0.18679191	-3.0625967	0.044676745	-2.2169892	0.098235195	0.72076272	3.9659847	0.87658185	0.49570679	3.3435124	0.63250727	-7.166884	-6.2023085	-0.70021164	0.00077112856	0.0020206597	1.0	0.021683926	0.012073326
4.1454643	0.64287004	0.56693534	0.13900489	-3.3286849	0.034600132	-2.1945319	0.1002426	0.72146136	3.9805985	0.8626061	0.36908829	3.5289867	1.100369	-6.9838596	-5.4330723	-0.73979434	0.00092586149	0.0043506395	1.0	0.0064402596	0.0037775429
4.1452631	0.63625882	0.56448912	0.15149676	-3.2846197	0.036102611	-2.1162722	0.10752529	0.72850864	3.979842	0.84909364	0.37652671	3.3828054	0.7790157	-6.8492812	-7.0838135	0.47954967	0.0010590947	0.00083786658	1.0	0.0060687241	0.0018722358
4.1507027	0.64234629	0.56319662	0.13520867	-3.3257803	0.034697285	-2.0961707	0.10946957	0.73372807	3.9928847	0.86179992	0.46611091	3.4887419	1.0554323	-6.8202135	-7.0608332	0.2148747	0.0010902978	0.00085732726	1.0	0.0062099365	0.0036142004
4.1470962	0.65345309	0.57420143	0.16073035	-3.2602385	0.036960719	-2.2083712	0.099001268	0.72714516	3.9986181	0.86716333	0.37472204	3.4537254	1.0197156	-6.8780141	-7.4902036	0.049049045	0.0010291276	0.00055821746	1.0	0.0077319428	0.0061084116
4.1239305	0.6074119	0.58221608	0.10675037	-2.979204	0.04837426	-2.3191181	0.089551935	0.71381758	3.9935727	0.88836458	0.47031209	3.5976735	0.72294543	-6.9626069	-6.4418615	-1.214612	0.00094573032	0.0015909028	1.0	0.0076662844	0.013799856
