mu_0	omega_mu	sigma_0	omega_sigma	logit_fnr	fnr	logit_txr	txr	theta_tx	mu_tx	sigma_tx	theta_un_tx	mu_un_tx	sigma_un_tx	est_param1	est_param2	est_param3	use_param1	use_param2	use_param3	beta_extra	beta_tx
4.1187517	0.6650351	0.52213972	0.29078583	-3.2678944	0.036689175	-1.994554	0.1197759	0.88573855	3.3476103	1.1851781	0.64578429	3.02171	0.57218254	-6.8792157	-7.0318932	-0.028951986	0.0010278931	0.00088247856	1.0	0.0079358873	0.004410135
4.11201	0.66919499	0.50263061	0.24837336	-3.2715296	0.036560909	-1.944113	0.1251967	0.885677	3.4287434	1.1538245	0.52662991	3.0831804	0.64179614	-6.3159639	-9.2519108	0.031241109	0.0018039628	9.5918979e-05	1.0	0.015373724	0.0062205573
4.103198	0.68836825	0.51604137	0.24396327	-3.3256829	0.034700546	-1.9423683	0.12538791	0.88956681	3.3875111	1.204875	0.5751489	3.0414522	0.68112831	-6.7097268	-8.0477907	1.9736175	0.0012175129	0.00031970546	1.0	0.011228905	0.005373997
4.1222793	0.67665248	0.51460648	0.25586753	-3.2311157	0.038011427	-2.0474558	0.11430971	0.88474954	3.4497841	1.1309373	0.6164098	2.9787155	0.57682291	-6.2485441	-9.046317	-2.1103343	0.0019295364	0.00011781031	1.0	0.0072581154	0.0041088341
4.1106345	0.68134034	0.50555229	0.25674353	-3.4186542	0.031717535	-1.9721645	0.12215659	0.88775297	3.4695172	1.1301723	0.58216077	3.282756	0.59146737	-6.671905	-7.6235359	2.1140144	0.0012643841	0.00048857156	1.0	0.013635255	0.019625199
4.1090244	0.6695507	0.51810942	0.24670422	-3.4336832	0.031259203	-1.8106903	0.14055472	0.88538043	3.3640525	1.1495899	0.49410444	3.2823704	0.71185935	-6.6603526	-8.8146922	-0.87372565	0.0012790566	0.0001485126	1.0	0.0098923058	0.0044966989
4.0923529	0.67403201	0.51461635	0.25446033	-3.2496238	0.037340408	-1.9645146	0.1229793	0.88660941	3.4190683	1.1415833	0.59273798	2.9609781	0.6975461	-6.4905941	-9.2843168	0.30110128	0.0015153473	9.2860731e-05	1.0	0.012051042	0.0073958483
4.1205793	0.67691293	0.52370411	0.22671625	-3.415909	0.031801952	-1.9444408	0.1251608	0.87986438	3.3382246	1.200608	0.63397295	3.0104106	0.5455559	-6.5898723	-8.1422368	1.2635962	0.0013723296	0.00029090095	1.0	0.014353453	0.015000243
4.1078343	0.67647095	0.52100086	0.22667258	-3.312204	0.035154886	-1.8851758	0.1317955	0.87698676	3.2840672	1.1827384	0.58861812	3.0802834	0.64473489	-6.7824425	-8.0120673	2.5728207	0.0011322196	0.00033132901	1.0	0.0096673791	0.0042269476
4.1036902	0.67500517	0.5125668	0.26918934	-3.2173151	0.038519298	-1.9168645	0.12821163	0.88884296	3.4602359	1.1150269	0.52306688	2.9424186	0.66748414	-6.3673617	-9.1358614	-1.0056762	0.0017137404	0.00010772066	1.0	0.018123387	0.00010507896
4.1054732	0.6779566	0.50369695	0.26514102	-3.3532404	0.033789213	-1.9542119	0.12409481	0.88788481	3.4765795	1.100245	0.54166603	3.050009	0.71799168	-6.1921687	-9.1288932	-1.3430647	0.002041211	0.00010847382	1.0	0.01199535	0.00016187916
4.1138884	0.68714126	0.50687538	0.25719535	-3.3532871	0.033787688	-1.8828191	0.1320654	0.88380612	3.3093867	1.1970632	0.5629973	3.2340897	0.73824778	-6.7127814	-8.5146106	0.37718858	0.0012138042	0.00020047699	1.0	0.0087429838	0.00087388816
4.1088063	0.67106095	0.50749248	0.28957158	-3.5035705	0.02921081	-1.8394188	0.13712005	0.89039115	3.4196941	1.0896814	0.50914506	3.0960151	0.69121672	-6.2868717	-8.9742223	-0.6514471	0.001857116	0.00012661635	1.0	0.015277081	0.00030877011
4.1194259	0.67821273	0.52496258	0.27514159	-3.1362044	0.041638319	-2.0203486	0.11708295	0.87837676	3.3755789	1.1693064	0.55589616	3.0325187	0.71526957	-6.8350206	-7.8604071	1.7726331	0.0010742899	0.00038556809	1.0	0.0054703539	0.001325736
4.088265	0.66759222	0.5170463	0.2870846	-3.3359319	0.034358875	-1.9785035	0.12147846	0.88560751	3.4463009	1.0915445	0.56147212	3.1180036	0.71849586	-6.4921198	-9.1325908	-0.16297606	0.0015130406	0.00010807351	1.0	0.0056784597	0.0091018598
4.1087104	0.64049285	0.51603213	0.33381845	-3.640745	0.025562224	-1.8599184	0.13471257	0.8884543	3.354897	1.1489736	0.5798043	3.0551225	0.7328291	-6.5834673	-8.2696347	0.42206048	0.0013811353	0.00025611324	1.0	0.014024984	0.0012419602
4.1040032	0.64790482	0.50906094	0.34097285	-3.3211987	0.034851065	-1.9527881	0.12424966	0.88275368	3.3658546	1.1943157	0.5014684	3.0949303	0.64364091	-6.6041042	-8.7556394	0.54953435	0.0013529633	0.00015754539	1.0	0.011057305	0.014613171
4.1090378	0.63297358	0.51783501	0.31018425	-3.4763879	0.029991586	-1.8698876	0.13355473	0.8911731	3.500827	1.0819958	0.55230645	2.8202491	0.86603976	-6.7971028	-7.5569605	-0.72415778	0.0011157603	0.00052218801	1.0	0.0099189118	0.0063297354
4.1132408	0.65574038	0.5230252	0.25860471	-3.1583421	0.040763833	-2.012559	0.1178906	0.88537557	3.3944713	1.1221299	0.4532829	2.8716954	0.77188792	-6.3811101	-9.2859501	0.89892137	0.00169038	9.2709204e-05	1.0	0.012273977	0.013472518
4.0889712	0.66525589	0.52511286	0.245028	-3.5498838	0.027925729	-1.9341774	0.12628893	0.88568461	3.3880669	1.167019	0.51003769	2.9428036	0.89005593	-6.7085405	-8.0044701	-1.3579012	0.0012189564	0.00033385492	1.0	0.010065758	0.016870777
4.123942	0.64521188	0.52140253	0.2637635	-3.4533314	0.030669666	-1.9369398	0.12598444	0.88359161	3.2905033	1.2192255	0.50193938	2.7432061	0.75978142	-6.1592428	-9.3746282	1.3870496	0.0021093943	8.4842581e-05	1.0	0.013219627	0.0034081548
4.1003288	0.67789793	0.52835845	0.29201728	-3.6184173	0.026124313	-1.8864171	0.13165353	0.88792543	3.4340826	1.1283665	0.53043652	3.1257136	0.71335508	-6.9187875	-7.6655349	-0.47326103	0.00098805115	0.00046848639	1.0	0.012535633	0.0096740542
4.092783	0.67000661	0.53357288	0.27366111	-3.3922145	0.032539668	-1.9296552	0.12678875	0.89048362	3.4139879	1.1308431	0.53899574	3.1470143	0.70143721	-6.7431454	-7.419562	-1.0918364	0.0011775449	0.00059905256	1.0	0.0098439426	0.0065199218
4.1154322	0.68479265	0.52534415	0.27053611	-3.5852772	0.026980829	-1.9131808	0.12862393	0.88565298	3.4216802	1.1476502	0.5916961	3.1028056	0.79131761	-6.7912457	-7.9363341	-1.6032466	0.0011223073	0.00035738691	1.0	0.011266527	0.0081821892
4.0937071	0.66331621	0.5121476	0.24577578	-3.4198761	0.031680028	-1.9163596	0.12826807	0.88117465	3.3672967	1.1744346	0.53949171	3.0785297	0.71778611	-6.5419912	-8.2153137	0.17633972	0.0014395398	0.0002704065	1.0	0.011310831	0.011661674
4.1082687	0.66644908	0.52923593	0.25322663	-3.2100112	0.038790719	-1.9809369	0.121219	0.89163996	3.4505082	1.1262275	0.57094192	3.1019748	0.59332867	-6.5623869	-9.2283545	-0.41286615	0.0014105178	9.8205071e-05	1.0	0.011894926	0.0063424323
4.1020355	0.65530441	0.53258198	0.2517526	-3.3027235	0.035477875	-1.9521535	0.12431873	0.89493545	3.3308842	1.1965613	0.48713755	3.1154624	0.64847271	-6.3470902	-8.5349787	0.61085047	0.0017487736	0.00019643576	1.0	0.015356277	0.0038872461
4.1062254	0.68025637	0.52791171	0.24975433	-3.392723	0.032523663	-1.9658138	0.12283924	0.87995694	3.452422	1.1250595	0.6358664	3.1395783	0.55785125	-6.8068542	-8.5904089	0.88595932	0.001104945	0.00018584552	1.0	0.0097207928	0.01990401
4.098633	0.67354653	0.52737877	0.2431473	-3.4766445	0.029984122	-1.9032821	0.12973746	0.89310008	3.3934178	1.1658464	0.48075884	3.0902479	0.61550128	-6.5686658	-9.1612468	-0.61858251	0.0014017014	0.00010502083	1.0	0.010556342	0.0029273354
4.1049032	0.65197679	0.52790413	0.20888353	-2.9731207	0.04865507	-2.0555229	0.11349551	0.88802989	3.3055648	1.2077805	0.48709768	2.5304813	0.92219623	-6.3992068	-8.3697903	-0.91483549	0.0016601151	0.00023171044	1.0	0.011868669	0.0034339195
4.1054494	0.6609932	0.5356416	0.19899477	-3.3754432	0.033071804	-1.865984	0.13400709	0.88302794	3.4418131	1.17002	0.50719509	2.7488652	0.85261016	-6.4974414	-8.0223921	0.89695448	0.0015050222	0.00032792682	1.0	0.0089819388	0.018159308
4.1149659	0.67855567	0.54427772	0.17626533	-3.3993235	0.032316614	-1.9941439	0.11981915	0.882453	3.355677	1.2009476	0.45382048	2.582069	1.1539107	-6.8209029	-8.1655011	1.1519966	0.0010895472	0.00028421336	1.0	0.0053799099	0.0053392722
4.1114948	0.67169558	0.53435083	0.18890604	-3.3115755	0.03517621	-1.8873974	0.1315415	0.88862715	3.3672512	1.1465877	0.49699676	2.7584074	0.78217067	-6.2668065	-9.7661977	1.5718247	0.0018946844	5.735474e-05	1.0	0.012631585	0.0019418862
4.108158	0.66074829	0.52874108	0.18147078	-3.3880841	0.032669949	-1.9346723	0.12623433	0.88601749	3.3521956	1.1995367	0.50977418	2.7462562	1.0148873	-6.6710647	-8.0552321	-0.17193449	0.0012654456	0.00031733598	1.0	0.0089639365	0.024625635
4.1005851	0.64747589	0.53526962	0.184708	-3.3063635	0.035353528	-1.9631103	0.12313084	0.88544167	3.4419929	1.1201966	0.50649819	3.0239127	0.81048788	-6.3625772	-9.3091872	-0.1464474	0.0017219454	9.057994e-05	1.0	0.01281252	0.00097145314
4.1160341	0.65486893	0.55382746	0.2041428	-3.1973348	0.039266141	-1.9714847	0.12222951	0.88279141	3.3155813	1.2058988	0.54016744	3.2371704	0.7212129	-6.6516877	-8.2752137	0.21288213	0.0012901734	0.00025468873	1.0	0.0089506158	0.00018726087
4.1060613	0.6583457	0.54686783	0.19769628	-3.3748001	0.033092374	-1.9239719	0.12741931	0.88088472	3.3934352	1.1540805	0.57270602	2.9109949	0.65566304	-6.6869734	-7.9791108	-0.23204392	0.0012454982	0.00034242658	1.0	0.01005017	0.0016026013
4.1151999	0.6304633	0.52964532	0.22085918	-3.0974856	0.043211089	-2.0663547	0.11241023	0.8882191	3.4432424	1.1257067	0.53493316	2.84913	0.66050125	-6.5020842	-8.982288	-0.068621099	0.0014980615	0.00012559933	1.0	0.008314904	0.0024809124
4.0968132	0.63749776	0.53704451	0.22650734	-3.0126685	0.046856821	-2.1016769	0.10893395	0.88445384	3.5114601	1.0599065	0.53126563	2.6003374	0.67654658	-6.666132	-8.6259082	-0.66235087	0.0012716952	0.00017936503	1.0	0.0097594504	0.0049813382
4.1079101	0.64190432	0.53738915	0.25028494	-3.1652253	0.040495531	-1.9012109	0.12997149	0.89032314	3.3832071	1.1758967	0.5655103	3.0852045	0.74398138	-6.6926596	-8.5279756	1.3091387	0.0012384449	0.00019781596	1.0	0.016320206	0.0020921509
4.1095524	0.67368306	0.53204924	0.24837718	-3.5353058	0.028324194	-1.9190689	0.12796543	0.8890555	3.3039191	1.1877912	0.54578674	3.0657141	0.73174507	-6.4070264	-9.0524276	-0.67382443	0.0016472057	0.00011709269	1.0	0.008863167	0.001780133
4.1236842	0.66861946	0.53260615	0.23336782	-3.3336646	0.034434181	-2.026393	0.11645956	0.88148004	3.4143718	1.1293345	0.56973245	3.0775084	0.70850679	-6.5718489	-8.2553504	-1.1014379	0.0013972529	0.00025979695	1.0	0.010187648	0.023676261
4.0695498	0.66289267	0.54271992	0.24275547	-3.6990804	0.024148682	-1.8824277	0.13211028	0.8905212	3.4371467	1.1210199	0.57452288	3.0390527	0.73855314	-6.451862	-8.854315	1.1795815	0.0015750971	0.000142744	1.0	0.0099172672	0.0017563477
4.0753802	0.66215933	0.53641468	0.23322432	-3.4413339	0.031028355	-1.9111397	0.12885287	0.88530111	3.3936402	1.0954955	0.5715128	3.1897975	0.79780302	-6.3409708	-8.9584355	0.55070663	0.0017594891	0.00012863082	1.0	0.0088318078	0.0014897204
4.1439552	0.65963099	0.53013543	0.18921345	-3.4780582	0.029943031	-1.8723413	0.13327104	0.88377332	3.439568	1.1977126	0.42503342	2.8541738	0.76844852	-6.6142393	-8.6415734	0.91013178	0.0013393384	0.00017657762	1.0	0.010828133	0.0093767137
4.1036502	0.65499736	0.53170986	0.2193731	-3.2129189	0.038682447	-2.0073166	0.11843686	0.88553595	3.4662805	1.1766898	0.55174204	2.9084172	0.74790738	-6.7618926	-8.1169209	-0.957752	0.0011557001	0.00029835714	1.0	0.010716808	0.0050254389
4.1317832	0.66610791	0.52335847	0.19479182	-3.3943567	0.032472297	-1.9708802	0.12229438	0.88584237	3.4631916	1.1811604	0.3998028	2.2264718	0.93485635	-6.2746807	-9.4507843	0.97908684	0.0018798518	7.8621691e-05	1.0	0.011629922	0.0067166088
4.12917	0.66527385	0.52826463	0.18885659	-3.1442176	0.041319727	-1.9493604	0.12462312	0.88748161	3.2642425	1.1715342	0.50268707	2.9998196	0.85042692	-6.6961776	-8.0633981	-0.065201393	0.0012341011	0.00031475597	1.0	0.015281678	0.0056468913
4.1194909	0.64987212	0.54015651	0.19435096	-3.2321669	0.03797301	-1.9326901	0.12645313	0.88361116	3.3508222	1.1705265	0.46357597	2.3926814	0.92781781	-6.6439711	-7.9227047	0.25593669	0.0013001546	0.00036228947	1.0	0.0093225001	0.0068275509
4.1189993	0.6666376	0.52503792	0.16483881	-3.0633609	0.044644138	-2.0911686	0.10995815	0.89238698	3.4339944	1.1650219	0.52582094	2.8039705	0.90449538	-6.5388078	-9.1315351	-0.15573847	0.0014441232	0.00010818765	1.0	0.011400022	0.013906053
4.1036987	0.66618403	0.52812826	0.19117248	-3.0384587	0.045718369	-2.000369	0.11916419	0.89070458	3.410632	1.1203539	0.41658002	2.2910723	1.0619478	-6.8422036	-8.4407285	-1.0857899	0.0010666091	0.00021584622	1.0	0.016610968	0.012407583
4.0869169	0.67015042	0.5393116	0.20590837	-3.464572	0.030337249	-1.9150911	0.12840998	0.88523335	3.3690201	1.1409615	0.47349663	2.879533	0.79145916	-6.2631835	-9.0119341	1.2944504	0.0019015482	0.0001219309	1.0	0.0056535086	0.010291685
4.0907487	0.6822913	0.52399951	0.21559802	-3.2511896	0.037284165	-1.9351103	0.12618603	0.8874045	3.4230043	1.1260727	0.51201963	2.4096668	0.96412383	-6.7278928	-7.9039532	-0.55647075	0.0011956215	0.00036914448	1.0	0.018048916	0.0073008274
4.1101269	0.67441389	0.51324332	0.26673865	-3.4250644	0.031521257	-1.8712102	0.13340176	0.88680456	3.3699817	1.1698622	0.5528539	3.1595314	0.90010468	-6.4182837	-9.5680663	0.7964293	0.0016287967	6.9921577e-05	1.0	0.0085113767	0.017316618
4.0851358	0.6706976	0.52089879	0.24085932	-3.231916	0.037982177	-1.9998548	0.11921817	0.8850334	3.3716433	1.1557931	0.59377427	2.7663554	0.89904943	-6.5789028	-8.3132722	-0.56646338	0.0013874452	0.00024518012	1.0	0.011856832	0.0065431956
4.1263321	0.66007677	0.52593047	0.28064865	-3.49236	0.029530395	-1.9253089	0.12727072	0.88515386	3.3799324	1.1405871	0.56252607	2.9497454	0.73550643	-6.4405203	-8.4383153	0.38045853	0.0015930345	0.00021636762	1.0	0.011200173	0.0052682633
4.1315093	0.65834738	0.51388253	0.25466194	-3.1634504	0.040564554	-1.9340879	0.12629881	0.88673061	3.3938906	1.1660378	0.47751965	2.5607343	0.91689255	-6.4167704	-8.5120551	-0.096801574	0.0016312594	0.00020098987	1.0	0.0095829069	0.015091096
4.1166307	0.67209497	0.51202385	0.26069231	-3.1179577	0.042372564	-1.9542944	0.12408585	0.8842597	3.3584027	1.1517634	0.4702894	2.8296158	0.81103308	-6.7027948	-8.292166	-1.7234807	0.0012259717	0.00025040863	1.0	0.012944022	0.011971206
4.1118097	0.65520263	0.51673565	0.2726313	-3.2972375	0.035666081	-1.9606598	0.12339566	0.88768965	3.4020927	1.143481	0.47601224	3.094309	0.74160206	-6.7689443	-8.1034522	-0.41529197	0.0011475884	0.0003024016	1.0	0.0091617123	0.0063525671
4.1084578	0.67290194	0.51452796	0.27756914	-3.337348	0.034311921	-1.9460924	0.12498007	0.88613545	3.4379354	1.1525549	0.57774108	3.118082	0.74917868	-6.3958121	-9.248932	-0.57084046	0.0016657509	9.6205093e-05	1.0	0.012176183	0.013267823
4.1008744	0.65510088	0.51128905	0.26220394	-3.0888819	0.043568202	-1.9662957	0.12278733	0.88472926	3.3763952	1.1512799	0.51659509	2.8285557	0.75891373	-6.5229372	-8.7236934	-0.70255575	0.0014671912	0.00016265876	1.0	0.014902919	0.010172071
4.1140587	0.67030146	0.51199822	0.24956489	-3.3552891	0.033722392	-1.8934049	0.13085673	0.88912736	3.4285798	1.121576	0.49167826	2.9956777	0.71131309	-6.5087058	-8.4038945	0.81245399	0.0014881894	0.00022394312	1.0	0.0086714012	0.0098413012
4.1137531	0.6654108	0.51264631	0.31187183	-3.4293976	0.031389242	-1.9646525	0.12296443	0.88319248	3.400204	1.1562386	0.49694584	3.0476932	0.71947423	-6.4406102	-8.7831402	-1.0222771	0.0015928915	0.00015327246	1.0	0.0096665858	0.0081580315
4.1187536	0.64992255	0.52013931	0.28933718	-3.3162962	0.035016344	-1.9307355	0.12666919	0.88745071	3.4366459	1.1434323	0.49526996	2.7771372	0.82002909	-6.4063598	-9.0614076	-1.3702823	0.0016483022	0.00011604603	1.0	0.0076238701	0.020685377
4.1098609	0.65544976	0.53675131	0.27873991	-3.3770339	0.033020974	-1.9021815	0.12986177	0.88473526	3.4213081	1.1634865	0.54305565	2.9813716	0.74410275	-6.6107558	-8.7009303	1.0635981	0.0013440058	0.00016640322	1.0	0.014343694	0.0011115163
4.1124014	0.64836545	0.52709811	0.27191439	-3.5069661	0.029114672	-1.9140107	0.12853094	0.89145775	3.4090014	1.1114857	0.58441898	2.8898016	0.74592448	-6.2367679	-9.4505023	1.8195536	0.0019523487	7.864386e-05	1.0	0.0083490052	0.0019199882
4.1147913	0.64953617	0.5465572	0.23648478	-3.4777992	0.029950556	-1.9170116	0.12819519	0.89040287	3.5268178	1.0988231	0.53644924	2.9081622	0.89439798	-6.4953144	-8.7856348	-0.72874162	0.001508222	0.00015289064	1.0	0.01188383	0.023999146
4.1070001	0.64806318	0.53217899	0.20130267	-3.2857627	0.036062857	-1.9687539	0.1225228	0.88252004	3.4542775	1.1276182	0.5210175	2.5198795	0.91742525	-6.4270515	-8.7241207	0.90787206	0.001614601	0.00016258928	1.0	0.0083154645	0.0017481232
4.1241225	0.67083368	0.53074644	0.22654025	-3.3712121	0.033207373	-1.9300548	0.12674452	0.88746369	3.3880121	1.1768299	0.5631968	3.1006517	0.69432385	-6.6932302	-7.8533412	-1.161844	0.0012377393	0.00038830106	1.0	0.011648356	0.0089357921
4.0982059	0.66402293	0.53111184	0.22182849	-3.4570568	0.030559107	-1.9024321	0.12983346	0.8825136	3.4082561	1.1450209	0.56352931	3.1811254	0.64326301	-6.2366593	-9.1907827	1.0951843	0.0019525604	0.00010196462	1.0	0.01075288	0.0042081941
4.10809	0.658877	0.51977888	0.21325004	-3.5462729	0.028023917	-1.8497733	0.13589952	0.88498381	3.2892876	1.2096778	0.5511743	3.0172387	0.78201314	-6.4535337	-8.6423932	-0.21164146	0.0015724703	0.00017643294	1.0	0.012085265	0.015523267
4.1171372	0.66360345	0.53394278	0.23135677	-3.0703595	0.04434659	-1.9768813	0.12165169	0.89023228	3.4071366	1.1552865	0.65666859	2.9111407	0.62613028	-6.654004	-8.2722809	-0.58189936	0.0012871923	0.00025543659	1.0	0.0084490967	0.0030443359
4.1139472	0.66957339	0.53684052	0.20582564	-3.2638081	0.036833872	-2.0122309	0.11792472	0.88115577	3.4460749	1.1014783	0.47047951	2.9847902	0.81485767	-6.5294628	-8.3865178	-0.9170726	0.001457662	0.00022786763	1.0	0.0099944404	0.001293533
4.105623	0.65560382	0.54437792	0.20149808	-3.6692936	0.024860663	-1.8200085	0.13943285	0.89357482	3.3804143	1.1572312	0.54658117	3.0543636	0.83904531	-6.5308207	-8.0972153	1.1703404	0.0014556869	0.00030429297	1.0	0.013616987	0.018668922
4.1208463	0.64640627	0.54540832	0.19678044	-3.1098945	0.042700956	-1.9391617	0.12573998	0.89048394	3.3386226	1.2102	0.68981288	3.0400024	0.61697321	-6.5083796	-8.2863742	0.8674281	0.0014886741	0.00025186279	1.0	0.01418978	0.01959833
4.1035017	0.64862972	0.53935505	0.18801505	-3.1491804	0.041123584	-2.016539	0.11747734	0.88307536	3.5202878	1.0574039	0.46270594	2.9164325	0.63980043	-6.754378	-7.669548	-1.3180705	0.0011644073	0.00046661095	1.0	0.0087741968	0.00044898143
4.106831	0.6470861	0.5364606	0.21365678	-3.1349548	0.041688211	-1.9386249	0.12579901	0.87975892	3.3592709	1.1908502	0.40696724	2.8082383	0.87637032	-6.2481559	-9.5673737	-0.57220829	0.0019302842	6.9970023e-05	1.0	0.0073623907	0.0004798917
4.1118605	0.65207167	0.53957838	0.20466699	-3.3222932	0.034814269	-1.9252762	0.12727436	0.88620634	3.4149258	1.1021534	0.5315943	3.111877	0.58312822	-6.4635508	-8.8738062	-1.0616639	0.0015568218	0.00013998907	1.0	0.0070755264	0.0019414848
4.1085279	0.65708895	0.53042492	0.22418342	-3.448178	0.030823243	-1.904268	0.12962619	0.8873965	3.3495101	1.1869232	0.55384287	2.9577181	0.89095475	-6.8438491	-7.5648295	1.7344296	0.0010648572	0.0005180972	1.0	0.015977298	0.017322304
4.1086037	0.66613423	0.52583851	0.19963095	-3.3629354	0.033474123	-1.9327848	0.12644267	0.88335657	3.4059018	1.174255	0.51123981	2.9732595	0.72407897	-6.1350563	-9.4747395	-0.012985998	0.0021609236	7.6760813e-05	1.0	0.0070096782	0.00416717
4.1081209	0.6559448	0.53717111	0.203416	-3.538837	0.028227173	-1.9051754	0.12952384	0.88916535	3.4152034	1.11921	0.52614908	3.0533916	0.79347762	-6.7330284	-8.2542976	0.64933104	0.0011895043	0.00026007052	1.0	0.016916843	0.014455632
4.1000445	0.6490586	0.53214161	0.21349259	-3.5559581	0.027761307	-1.915509	0.12836321	0.88905466	3.4181673	1.1526492	0.49717377	2.9589186	0.75370134	-6.5594546	-7.9628888	0.61483454	0.0014146541	0.00034802476	1.0	0.017943482	0.0074500611
4.1018512	0.65789508	0.53747814	0.23137851	-3.1883293	0.039607283	-2.0192811	0.11719335	0.8885378	3.3684629	1.1577804	0.48494684	2.9386971	0.81488968	-6.5786576	-9.159338	0.11464886	0.001387785	0.00010522146	1.0	0.0081538448	0.0037357976
4.1239057	0.64244119	0.53494724	0.23488843	-3.2977895	0.0356471	-1.9358603	0.12610335	0.88746948	3.4344858	1.1006116	0.66414082	3.0134514	0.68333206	-6.4373861	-8.4835805	-0.24757739	0.0015980272	0.00020679402	1.0	0.017203767	0.0028742295
4.0989164	0.66640566	0.5243597	0.23004646	-3.49618	0.029421118	-1.8737053	0.13311358	0.88359706	3.3628736	1.1577577	0.46525572	2.8892998	0.79186077	-6.638807	-8.5595838	-0.29025344	0.0013068773	0.00019166231	1.0	0.0070056511	0.015872303
4.1138262	0.66764348	0.54274298	0.23750489	-3.3882257	0.032665475	-1.9528796	0.1242397	0.88935301	3.4169144	1.1523843	0.57832229	2.9801271	0.73181947	-6.4978291	-8.7886016	-1.8812698	0.0015044397	0.00015243778	1.0	0.0082365217	0.0056268407
4.1228115	0.65846127	0.53718172	0.23013885	-3.2467016	0.037445593	-1.9025738	0.12981745	0.88744189	3.4026517	1.1470223	0.5780928	3.0532687	0.63273154	-6.5292774	-8.5162382	1.2030623	0.0014579319	0.00020015103	1.0	0.0099652314	0.016111132
4.1072025	0.63899184	0.54050493	0.22816762	-3.2171171	0.038526634	-1.8847325	0.13184623	0.88654671	3.4194981	1.1307999	0.55460874	2.8681709	0.74815476	-6.4264988	-8.9417054	-1.1865841	0.0016154923	0.00013080064	1.0	0.010357465	0.0046380754
4.1048284	0.64987184	0.53681572	0.2204731	-3.480881	0.029861147	-1.8951722	0.13065587	0.88501083	3.4036931	1.200257	0.47124241	2.92234	0.7061959	-6.6383478	-8.2985072	0.51734614	0.0013074768	0.00024882616	1.0	0.011529361	0.010394394
4.0851139	0.65851951	0.55201415	0.25121144	-3.2361613	0.037827357	-1.9719289	0.12218186	0.88902553	3.5011298	1.1275815	0.55752243	2.9518562	0.74247625	-6.4828076	-9.1632186	-0.40589307	0.0015271746	0.00010481398	1.0	0.0088322026	0.013229762
