mu_0	omega_mu	sigma_0	omega_sigma	logit_fnr	fnr	logit_txr	txr	theta_tx	mu_tx	sigma_tx	theta_un_tx	mu_un_tx	sigma_un_tx	est_param1	est_param2	est_param3	use_param1	use_param2	use_param3	beta_extra	beta_tx
4.1159464	0.67727275	0.51426353	0.24791488	-3.5962728	0.026693659	-1.8267544	0.13862537	0.88678932	3.3405135	1.1549243	0.4878131	2.8831072	0.68919402	0.23084517	0.9623011	4.0870141	0.23084517	0.9623011	4.0870141	0.012321129	0.021115723
4.1181721	0.66346147	0.51652996	0.23986346	-3.1471122	0.041205215	-2.1199156	0.10717615	0.88607291	3.3420662	1.1132541	0.6138414	2.6540774	0.98108995	0.23173123	0.57761688	4.1387322	0.23173123	0.57761688	4.1387322	0.0082553475	0.0100421
4.1190513	0.63935021	0.51676156	0.23523706	-3.4360445	0.03118778	-1.9190466	0.12796792	0.88401114	3.4179902	1.1858247	0.49628187	2.8261204	0.79647987	0.1779936	1.082207	3.7167783	0.1779936	1.082207	3.7167783	0.011590709	0.0052073612
4.1118175	0.64625653	0.52648886	0.22380049	-3.0939238	0.043358589	-2.0586221	0.11318406	0.88382036	3.448333	1.1393819	0.5809744	3.0765863	0.51875656	0.39621991	0.46423284	5.1599411	0.39621991	0.46423284	5.1599411	0.011905111	0.0049182829
4.1023725	0.66601271	0.53132409	0.23501303	-3.2848073	0.036096083	-1.9878539	0.12048409	0.88824435	3.3498906	1.1492378	0.58041791	2.8791052	0.70566161	0.23243897	0.67857692	4.2555013	0.23243897	0.67857692	4.2555013	0.010102689	0.0054219899
4.1260708	0.67061534	0.52943376	0.20441624	-3.3874288	0.032690664	-1.907202	0.12929552	0.89027526	3.4175373	1.1752403	0.57904542	3.115405	0.63245237	0.17655315	0.75067963	3.8182966	0.17655315	0.75067963	3.8182966	0.0066281168	0.0084496691
4.0974719	0.68865884	0.51750329	0.20726164	-3.3898942	0.032612792	-1.9140331	0.12852843	0.88503105	3.3658441	1.2005465	0.55028029	3.1372839	0.69828985	0.24856904	0.80232127	4.2384757	0.24856904	0.80232127	4.2384757	0.012545034	0.01842704
4.1158845	0.66551568	0.51934345	0.23376373	-3.1133991	0.042557928	-2.0166878	0.11746192	0.88404069	3.3570466	1.1413385	0.53668566	2.8777562	0.7646355	0.24185519	0.81471722	4.0834641	0.24185519	0.81471722	4.0834641	0.0098699791	0.0081978998
4.1075276	0.66178765	0.51926779	0.21811439	-3.3916094	0.032558722	-1.9243989	0.12737184	0.88739128	3.4006216	1.1519573	0.55889707	3.0751351	0.74019875	0.19544695	1.0856588	3.9416021	0.19544695	1.0856588	3.9416021	0.012394093	0.0057170333
4.1050537	0.66461141	0.51907374	0.21171884	-3.449422	0.030786101	-1.9561565	0.1238836	0.88564292	3.3796347	1.0996077	0.58677583	3.0377072	0.69450435	0.19148219	1.0557634	3.647706	0.19148219	1.0557634	3.647706	0.0097736138	0.006760325
4.1231994	0.6735717	0.52925834	0.19217733	-3.3159651	0.035027535	-1.9758248	0.12176462	0.88675519	3.3714064	1.1565601	0.50088331	2.8080943	0.83219276	0.23045976	0.72371951	4.3781497	0.23045976	0.72371951	4.3781497	0.011587806	0.0095798915
4.1104939	0.66788575	0.52122422	0.22580387	-3.3608718	0.033540952	-1.8503157	0.13583583	0.88579515	3.3926912	1.1000072	0.54915755	2.9510313	0.82880117	0.17137532	0.88977033	3.9477627	0.17137532	0.88977033	3.9477627	0.0099514917	0.0086205071
4.1084665	0.67188954	0.52824622	0.23766371	-3.2027879	0.039060944	-1.8967631	0.13047526	0.88553656	3.287908	1.1760393	0.44184818	2.7142731	0.85494564	0.22615201	0.72411809	4.2312278	0.22615201	0.72411809	4.2312278	0.010242387	0.0085405433
4.1165997	0.67093094	0.52278259	0.23595694	-3.242581	0.037594397	-1.9539065	0.12412802	0.88698557	3.4931357	1.1063185	0.5817092	2.9652936	0.72863157	0.1577645	0.91319227	3.8048225	0.1577645	0.91319227	3.8048225	0.007140055	0.012483628
4.1209336	0.66959241	0.52171903	0.23227326	-3.2977068	0.035649942	-1.9472319	0.12485551	0.88627819	3.482976	1.0948205	0.5852263	2.9838469	0.73328563	0.15517576	0.81466823	3.484817	0.15517576	0.81466823	3.484817	0.0060490123	0.010102417
4.1038117	0.66654031	0.5252366	0.21402187	-3.5516619	0.0278775	-1.8906972	0.131165	0.88568542	3.2372562	1.216514	0.6322232	3.1999294	0.76307109	0.33423843	0.62779304	4.7660058	0.33423843	0.62779304	4.7660058	0.016098046	0.010178889
4.1091328	0.67238633	0.51480579	0.25182083	-3.2473494	0.03742225	-1.9673147	0.12267761	0.88889965	3.4934977	1.0914615	0.6302679	3.200166	0.73152259	0.22615608	0.62955643	4.1217094	0.22615608	0.62955643	4.1217094	0.010695941	0.0071800768
4.1084127	0.66965394	0.53163389	0.23893617	-3.265528	0.036772903	-1.9225279	0.12757994	0.88365127	3.3047269	1.1948245	0.63299049	2.8190215	0.73662253	0.16515257	0.84022279	3.7319615	0.16515257	0.84022279	3.7319615	0.010659939	0.004409905
4.1195436	0.66928113	0.50760106	0.25010435	-3.455622	0.03060164	-1.9091768	0.12907336	0.89229567	3.5060496	1.0949693	0.60681243	3.054212	0.76755821	0.31563603	0.71021522	4.5728265	0.31563603	0.71021522	4.5728265	0.016874298	0.0058347724
4.1003929	0.6734518	0.5167856	0.24645153	-3.4596466	0.030482476	-1.8783553	0.1325779	0.8840517	3.36065	1.1650474	0.45913612	3.0407067	0.78204883	0.2554086	0.61623086	4.3990308	0.2554086	0.61623086	4.3990308	0.0058115362	0.0089905763
4.0820335	0.68843387	0.5201287	0.2469267	-3.434638	0.031230305	-1.9510463	0.12443931	0.88581571	3.4301402	1.1257384	0.56277466	3.0990399	0.6017962	0.16102608	1.0515839	3.6943368	0.16102608	1.0515839	3.6943368	0.013903603	0.016938478
4.1308535	0.66545199	0.51057182	0.23478575	-3.28586	0.036059474	-1.926957	0.12708778	0.88955327	3.3852786	1.1083066	0.53074021	3.1168296	0.61815313	0.36338331	0.57489578	4.9192626	0.36338331	0.57489578	4.9192626	0.0077753588	0.014798249
4.1144252	0.66276229	0.51938691	0.2391114	-3.3535892	0.033777827	-1.9595501	0.12351575	0.87814522	3.3995291	1.194161	0.53060073	3.0101151	0.64138996	0.32045984	0.57290004	4.9124027	0.32045984	0.57290004	4.9124027	0.016414987	0.0062341679
4.0893145	0.65738135	0.5204553	0.26264766	-3.3712241	0.033206987	-1.9087604	0.12912018	0.88145788	3.3824604	1.1039771	0.61209518	3.0104076	0.55218344	0.18459147	0.84142753	3.5950702	0.18459147	0.84142753	3.5950702	0.0071267768	0.0063905766
4.1102971	0.65928673	0.51677598	0.26497812	-3.1893352	0.039569037	-1.9488117	0.12468299	0.89133253	3.3895749	1.1109078	0.55680742	2.9777787	0.60604899	0.2681979	0.69735537	4.1901585	0.2681979	0.69735537	4.1901585	0.01597121	0.011126167
4.1147036	0.67440639	0.52122175	0.27094588	-3.5178956	0.028807314	-1.8822534	0.13213026	0.87918086	3.3233999	1.2337835	0.50941989	2.9408155	0.78580076	0.21666166	0.64245925	3.8943388	0.21666166	0.64245925	3.8943388	0.0058011485	0.0091588878
4.1081074	0.67108302	0.51547488	0.25726647	-3.0678775	0.044451896	-2.0344271	0.11563542	0.88284901	3.3730669	1.1247469	0.45498978	2.8897497	0.75331722	0.18970378	1.0694153	3.8071796	0.18970378	1.0694153	3.8071796	0.012308276	0.0098665552
4.1182679	0.66378309	0.52670465	0.29134418	-3.1885056	0.039600577	-1.9917953	0.12006706	0.8849833	3.4580833	1.1557481	0.59709236	3.1034987	0.57436993	0.31116283	0.57984042	4.5358449	0.31116283	0.57984042	4.5358449	0.013687474	0.003716845
4.113594	0.66845526	0.51571796	0.23869409	-3.2217344	0.038355962	-1.9900477	0.12025182	0.88473627	3.3148254	1.1561471	0.53320663	2.7775163	0.84178745	0.15828963	0.86732126	3.5368255	0.15828963	0.86732126	3.5368255	0.011794662	0.0047581286
4.1151439	0.66694084	0.52439091	0.24440694	-3.3886887	0.032650848	-1.8866585	0.13162594	0.88986755	3.5140281	1.078054	0.53104412	2.9796605	0.70581297	0.28368449	0.58322701	4.5246261	0.28368449	0.58322701	4.5246261	0.0086770699	0.0058025724
4.1010989	0.65910863	0.52008029	0.22015805	-3.4819519	0.02983014	-1.8819156	0.132169	0.88625337	3.3648913	1.1826203	0.58675235	3.2041497	0.69943739	0.25719972	0.69382104	4.3015294	0.25719972	0.69382104	4.3015294	0.010525931	0.012581218
4.1191214	0.65495519	0.52576077	0.21592942	-3.1781258	0.039997236	-1.9362705	0.12605816	0.88380892	3.3666264	1.1535776	0.57196101	2.8553213	0.71659257	0.24135342	0.62880643	4.2404933	0.24135342	0.62880643	4.2404933	0.010203735	0.0064381436
4.0975936	0.66377767	0.53485092	0.21356288	-3.2978887	0.035643691	-1.9926071	0.11998132	0.88609978	3.440645	1.1382762	0.56835817	3.0235598	0.70157466	0.2744232	0.55545304	4.3892904	0.2744232	0.55545304	4.3892904	0.008465441	0.011694795
4.1050832	0.65208832	0.51398357	0.27379746	-3.1956354	0.039330301	-1.8986326	0.13026331	0.88461678	3.4263267	1.107623	0.55059246	2.8292956	0.72856506	0.15650685	1.1794626	3.6728879	0.15650685	1.1794626	3.6728879	0.011106488	0.0084019399
4.1162987	0.65036684	0.51790648	0.28178087	-3.2246861	0.038247235	-2.0040231	0.11878117	0.89033656	3.4151757	1.1053397	0.59781079	2.9190439	0.84377476	0.15723539	1.1410801	3.5811962	0.15723539	1.1410801	3.5811962	0.0086446396	0.013000649
4.1100794	0.6595331	0.51476704	0.27820746	-3.2561831	0.03710534	-1.9715484	0.12222267	0.88633153	3.4197534	1.1490963	0.5819388	3.0573638	0.7431264	0.15675719	0.83134226	3.7371143	0.15675719	0.83134226	3.7371143	0.010519537	0.019995498
4.1045329	0.66997683	0.53617935	0.26266964	-3.5296394	0.028480564	-1.8542988	0.13536896	0.88422861	3.381962	1.1876047	0.58037133	3.1975637	0.62601482	0.21758187	0.53891853	4.2013816	0.21758187	0.53891853	4.2013816	0.012488812	0.0094952312
4.0984739	0.66130651	0.51318721	0.2942485	-3.1234747	0.042149266	-1.9729666	0.1220706	0.88670286	3.5019658	1.1102347	0.50220792	3.0078117	0.7234028	0.20010495	0.7727088	4.1618697	0.20010495	0.7727088	4.1618697	0.008044207	0.011103893
4.1335139	0.64760249	0.53277216	0.29118196	-3.143032	0.041366717	-1.9062219	0.1294059	0.88580272	3.3731979	1.2304285	0.62199937	2.9475904	0.72598065	0.2393132	0.74726818	3.9105809	0.2393132	0.74726818	3.9105809	0.013767335	0.01050498
4.1228323	0.63746303	0.52177506	0.27814505	-3.2096152	0.038805485	-1.9538107	0.12413844	0.89027329	3.5263634	1.0768097	0.53514869	2.7672965	0.73149156	0.18847744	0.76352034	3.8673857	0.18847744	0.76352034	3.8673857	0.0086887888	0.013676196
4.1156015	0.64215072	0.52276548	0.24197204	-3.0901099	0.04351706	-1.9679492	0.12260933	0.88176681	3.2429469	1.2362759	0.55186603	2.9822386	0.70237512	0.23189208	0.63480937	4.0851527	0.23189208	0.63480937	4.0851527	0.0081899646	0.013748554
4.1112566	0.65664388	0.51794147	0.27045625	-3.1986267	0.039217436	-1.889036	0.13135442	0.89010177	3.5027781	1.0548119	0.52741874	2.7576403	0.82914914	0.16730573	0.60674664	3.5610124	0.16730573	0.60674664	3.5610124	0.012814884	0.014771694
4.1342005	0.65176339	0.52410979	0.26274449	-3.5040052	0.029198486	-1.928698	0.12689476	0.88794098	3.4967089	1.0838273	0.50331583	3.0175357	0.79358077	0.21350139	1.2413416	3.8237477	0.21350139	1.2413416	3.8237477	0.0085293723	0.007782518
4.1196842	0.65104854	0.53044555	0.28932061	-3.4456151	0.030899895	-1.9241604	0.12739834	0.88943565	3.3996898	1.1455492	0.55889954	3.0989264	0.67431186	0.21261089	0.69811602	4.049214	0.21261089	0.69811602	4.049214	0.013628247	0.012908534
4.1178416	0.66567979	0.52707762	0.26412217	-3.3317444	0.034498081	-1.9042623	0.12962682	0.89265329	3.4540054	1.1132797	0.49739192	3.18137	0.68608836	0.18180716	1.0169759	3.8159149	0.18180716	1.0169759	3.8159149	0.012921523	0.0043571079
4.1284318	0.6679838	0.51457699	0.24320927	-3.1077362	0.042789269	-1.9786869	0.12145888	0.88491758	3.287114	1.2280806	0.48917722	2.7274905	0.89120342	0.24092277	0.70566217	4.4066191	0.24092277	0.70566217	4.4066191	0.016931633	0.0031612052
4.0841067	0.65482989	0.52048455	0.24576833	-3.2410789	0.03764878	-1.9314325	0.12659211	0.88600252	3.413673	1.1463835	0.58285419	2.6944686	0.69240319	0.18588934	0.71002869	3.8079325	0.18588934	0.71002869	3.8079325	0.006100226	0.0037052102
4.1035316	0.65590435	0.51681665	0.26980652	-3.1906556	0.039518887	-2.0516614	0.11388461	0.88419263	3.3732095	1.1783056	0.57324532	2.9209918	0.78859017	0.23846618	0.83743468	4.1283095	0.23846618	0.83743468	4.1283095	0.0077925352	0.0029631354
4.1116812	0.67154776	0.52461695	0.22165325	-3.5217901	0.028698554	-1.847536	0.13616246	0.88613251	3.436974	1.1394694	0.53574159	3.1475321	0.71250064	0.22152548	0.620003	4.0136639	0.22152548	0.620003	4.0136639	0.011481171	0.0032007899
4.1200472	0.67376843	0.52146601	0.23070189	-3.1781659	0.039995697	-1.9892397	0.12033732	0.88688313	3.4518962	1.1162228	0.55435123	3.2146884	0.59552253	0.46377829	0.57205048	4.9649901	0.46377829	0.57205048	4.9649901	0.011653644	0.0018289913
4.0987045	0.65760888	0.51892488	0.22254084	-3.4116711	0.031932698	-1.9892197	0.12033944	0.89338708	3.3212999	1.2159912	0.577345	3.0340342	0.71857423	0.10950575	2.0320991	3.1491226	0.10950575	2.0320991	3.1491226	0.010084371	0.0069490412
4.1143971	0.66459596	0.53378026	0.22223766	-3.2901557	0.035910456	-1.9833901	0.12095791	0.88190288	3.4495279	1.1019148	0.53516074	2.9745638	0.67005103	0.19507667	0.47978164	3.9652438	0.19507667	0.47978164	3.9652438	0.0079601735	0.0057277728
4.1038395	0.67512088	0.52380727	0.23643461	-3.3113892	0.035182531	-1.973025	0.12206434	0.88933714	3.3111587	1.197071	0.58150863	2.9071837	0.89594474	0.30118901	0.89172383	4.314257	0.30118901	0.89172383	4.314257	0.011266442	0.0035157564
4.1128186	0.68237635	0.51850786	0.22364268	-3.4173373	0.031758003	-1.9323817	0.12648719	0.88202523	3.4569981	1.0810839	0.4873037	2.8628809	0.77409811	0.18574416	0.89333437	4.0048294	0.18574416	0.89333437	4.0048294	0.012986369	0.0042240787
4.1038886	0.6569972	0.52329526	0.23846138	-3.2737701	0.036482073	-1.9071168	0.12930511	0.89101309	3.3789552	1.1464684	0.57428303	2.9138546	0.71739532	0.21178337	0.63114938	4.0760474	0.21178337	0.63114938	4.0760474	0.009561023	0.016938924
4.1056244	0.65278388	0.52642071	0.22832721	-3.1200392	0.042288185	-2.049696	0.1140831	0.88786052	3.4967655	1.1102219	0.50762993	2.9320945	0.79805945	0.47226112	0.6250887	4.9362045	0.47226112	0.6250887	4.9362045	0.0090028348	0.0050283283
4.1126985	0.67388123	0.52307487	0.24250604	-3.5944665	0.02674063	-1.807658	0.14092141	0.88791194	3.3917762	1.1445033	0.49045665	2.7157254	0.97920365	0.30473182	0.55004758	4.7222476	0.30473182	0.55004758	4.7222476	0.014638123	0.00026703416
4.1163294	0.66546079	0.52502138	0.25540086	-3.493183	0.02950682	-1.9098742	0.12899498	0.89013012	3.4476121	1.1529121	0.47510364	2.4936812	1.1219356	0.28743185	0.61737476	4.3042916	0.28743185	0.61737476	4.3042916	0.012104137	0.00036586805
4.083786	0.67204668	0.51132636	0.28080693	-3.3556449	0.0337108	-1.8754365	0.13291393	0.88757204	3.5235122	1.0547726	0.49801275	2.9794856	0.84188921	0.21602621	0.78171213	4.047244	0.21602621	0.78171213	4.047244	0.011012602	0.00053793446
4.1122364	0.65149061	0.51055671	0.28351608	-3.3149678	0.03506126	-1.9254725	0.12725255	0.88667676	3.2741277	1.225244	0.54665583	3.0912785	0.67233752	0.2066778	0.78585776	3.8782336	0.2066778	0.78585776	3.8782336	0.0085681897	0.0057472549
4.1001162	0.66772174	0.51498502	0.29736325	-3.3500378	0.033893928	-1.956594	0.12383612	0.88804268	3.2580749	1.2180983	0.55795713	2.9190534	0.84584801	0.19278148	0.71877181	3.8669967	0.19278148	0.71877181	3.8669967	0.0089082992	0.012237353
4.1252906	0.66660591	0.52880029	0.28714266	-3.2951037	0.035739544	-1.9193066	0.12793891	0.88981942	3.4495076	1.1318173	0.57423139	3.1264341	0.62896452	0.28413235	0.72238474	4.2965756	0.28413235	0.72238474	4.2965756	0.011911689	0.010678287
4.1264952	0.64060747	0.52813831	0.27602244	-3.2479024	0.037402334	-1.8863922	0.13165637	0.88653225	3.4480993	1.118761	0.55723577	2.8488537	0.6326974	0.31156992	0.6496875	4.5242726	0.31156992	0.6496875	4.5242726	0.010155099	0.0015314699
4.1078388	0.64443526	0.53200171	0.2997192	-3.3304929	0.034539789	-1.8985985	0.13026718	0.88707131	3.4470297	1.1222309	0.64484214	3.0758389	0.64997072	0.17482926	1.0218681	3.6017996	0.17482926	1.0218681	3.6017996	0.012151175	0.022802922
4.1104216	0.66004237	0.53338963	0.28088261	-3.3490794	0.033925322	-1.9042736	0.12962556	0.88950608	3.5039221	1.1103863	0.61173312	3.0821346	0.58733734	0.19248741	0.67105189	3.7746039	0.19248741	0.67105189	3.7746039	0.012351909	0.0067703998
4.1117945	0.65791593	0.51782426	0.2389953	-3.2606785	0.036945061	-1.8854071	0.13176903	0.88430391	3.3911326	1.1262863	0.47322025	2.9977563	0.6388914	0.24048294	0.86605428	4.1298661	0.24048294	0.86605428	4.1298661	0.011431688	0.011788995
4.0859935	0.67220788	0.52632159	0.24774454	-3.4130219	0.031890968	-1.9419688	0.12543173	0.89129964	3.387666	1.1431899	0.48226683	3.0216837	0.59953617	0.1326572	0.60325525	3.2704511	0.1326572	0.60325525	3.2704511	0.012810717	0.011832159
4.091468	0.66844576	0.52300167	0.29116681	-3.6020663	0.026543551	-1.8752604	0.13293422	0.8810013	3.2888943	1.1969982	0.49807679	3.1535736	0.70999772	0.16723324	0.66402075	3.7960126	0.16723324	0.66402075	3.7960126	0.011591842	0.0090371183
4.0901961	0.67163169	0.52173775	0.26657258	-3.5936556	0.026761742	-1.8448544	0.13647818	0.88380876	3.3117965	1.2292919	0.49415825	2.9966929	0.80790992	0.21478971	0.85331922	4.1706883	0.21478971	0.85331922	4.1706883	0.0075140537	0.016772114
4.0872805	0.66747715	0.52131966	0.27486865	-3.5658728	0.027494954	-1.8342368	0.13773433	0.88423634	3.3014792	1.2282261	0.48622966	3.1149276	0.81758794	0.22479848	0.83279628	4.1110846	0.22479848	0.83279628	4.1110846	0.0070670686	0.018710913
4.0756469	0.66524118	0.53173287	0.25513643	-3.4172866	0.031759561	-2.0132853	0.11781509	0.88251239	3.3206764	1.1974898	0.57059736	3.0231948	0.72054834	0.28661086	0.66686224	4.3738187	0.28661086	0.66686224	4.3738187	0.012695685	0.0010288989
4.1269229	0.64851652	0.52797079	0.28533403	-3.3103501	0.035217823	-1.917855	0.12810096	0.88516397	3.5111626	1.1021681	0.50925092	2.8299388	0.84077361	0.16400919	0.79904115	3.7358824	0.16400919	0.79904115	3.7358824	0.013590468	0.0010194704
4.1289171	0.66311551	0.50613359	0.25731849	-3.1620626	0.040618602	-1.9945615	0.11977511	0.88683424	3.3530003	1.146661	0.5701229	2.958265	0.7237208	0.22116761	0.86831123	4.0448757	0.22116761	0.86831123	4.0448757	0.011949961	0.0056878851
4.1316218	0.66313971	0.50711615	0.24268458	-3.217074	0.038528229	-1.9518159	0.12435549	0.8894331	3.4010248	1.1825864	0.51312304	2.7509363	0.89414017	0.17347533	0.59422922	3.9475191	0.17347533	0.59422922	3.9475191	0.0086093102	0.0029286139
4.0770901	0.68084954	0.51735218	0.26914964	-3.6720991	0.024792741	-1.8752338	0.13293728	0.88945095	3.3733133	1.1564662	0.48291243	2.9534813	0.71182131	0.16484032	0.62415145	3.7852181	0.16484032	0.62415145	3.7852181	0.0096194533	0.016652959
4.0955575	0.68281507	0.51067402	0.27862001	-3.309845	0.035234987	-1.993322	0.11990585	0.88346768	3.4350652	1.112586	0.59238845	2.9500081	0.62996723	0.12372904	1.1725852	3.3926752	0.12372904	1.1725852	3.3926752	0.013677352	0.0018425185
4.1066682	0.68232191	0.51201299	0.27006288	-3.0462507	0.045379618	-2.0502325	0.11402889	0.88840626	3.472854	1.0947229	0.52851149	3.0058226	0.64312307	0.27078443	0.67160455	4.3508487	0.27078443	0.67160455	4.3508487	0.010712355	0.00046375764
4.1015037	0.67061761	0.51485253	0.29653281	-3.4638145	0.030359543	-1.9134882	0.12858948	0.8864073	3.4092002	1.1432255	0.63404086	3.1725739	0.82331433	0.19427843	0.75632449	3.7344858	0.19427843	0.75632449	3.7344858	0.0056697643	0.0066312368
4.1129918	0.66915917	0.51557761	0.2979668	-3.1717141	0.040244156	-2.006802	0.11849061	0.88950556	3.4998287	1.0651347	0.50754401	2.9501337	0.73312474	0.19028088	0.63916121	4.1005923	0.19028088	0.63916121	4.1005923	0.011215158	0.014601704
4.1107478	0.6633597	0.52022767	0.27107764	-3.3236477	0.034768785	-1.9397402	0.1256764	0.88679345	3.4124569	1.158806	0.57764769	2.8317458	0.72614907	0.30793275	0.73123742	4.3426237	0.30793275	0.73123742	4.3426237	0.012587477	0.0053894764
4.0832645	0.67667969	0.50743943	0.25415855	-3.3206898	0.034868186	-1.9185617	0.12802204	0.88272932	3.3361784	1.1929358	0.43147698	2.8028413	0.8968382	0.13612443	0.85352178	3.0919882	0.13612443	0.85352178	3.0919882	0.0073459617	0.0044696802
4.0913693	0.68729041	0.49826304	0.26848825	-3.2805461	0.036244634	-2.025734	0.11652738	0.88183541	3.3627762	1.1631876	0.46514249	2.8365721	0.84465851	0.15563784	1.0706719	3.3135588	0.15563784	1.0706719	3.3135588	0.015632129	0.020447899
4.1182886	0.68260693	0.49964784	0.27642392	-3.2332505	0.037933443	-1.9629262	0.12315071	0.88821651	3.457993	1.1659488	0.63132137	2.9903498	0.72038117	0.27481559	0.62494678	4.232985	0.27481559	0.62494678	4.232985	0.0070972993	0.00051814168
4.1163941	0.69474308	0.4983219	0.2688519	-3.4932702	0.029504322	-1.9570734	0.12378412	0.88590836	3.420836	1.139101	0.51596846	3.2726163	0.60881826	0.20409749	0.77017068	4.2112286	0.20409749	0.77017068	4.2112286	0.014332984	0.0030349667
4.0895979	0.68549232	0.50184045	0.29425487	-3.0614889	0.04472405	-1.9959889	0.11962471	0.89155179	3.3935673	1.2039178	0.49860178	2.7049012	0.80914968	0.21334775	0.58691172	3.8329073	0.21334775	0.58691172	3.8329073	0.0062874236	0.0034002824
